,type,name,iso_country,iso_region,municipality,iata_code,coordinates
826,small_airport,Jerseyville Aviation Inc Airport,US,US-IL,Jerseyville,,"39.094200134277344, -90.31340026855469"
827,small_airport,Murk's Strip,US,US-IL,St. Augustine,,"40.738899231, -90.38069915770001"
828,small_airport,Koenig Airport,US,US-IL,Jerseyville,,"39.05500030517578, -90.34210205078125"
829,small_airport,Flaherty Field,US,US-IL,La Salle,,"41.4192008972168, -89.12310028076172"
830,small_airport,Busboom RLA Restricted Landing Area,US,US-IL,St Joseph,,"40.1100006104, -88.07839965820001"
831,small_airport,Gord Airport,US,US-IL,Sandwich,,"41.69839859008789, -88.60759735107422"
832,heliport,Valley West Hospital Heliport,US,US-IL,Sandwich,,"41.657994, -88.621297"
833,closed,Savanna Army Depot Helipad,US,US-IL,Savanna,,"42.183399, -90.255698"
834,small_airport,Theriot Field,US,US-LA,Thibodaux,,"29.74970054626465, -90.73580169677734"
835,heliport,Evergreen Fourchon Heliport,US,US-LA,Golden Meadow,,"29.11639976501465, -90.20220184326172"
836,heliport,Evergreen Venice Heliport,US,US-LA,Venice,,"29.29669952392578, -89.37439727783203"
837,closed,Buller's Airstrip,US,US-LA,Bunkie,,"30.808701, -92.188003"
838,small_airport,Trahan Ultralightport,US,US-LA,Cankton,,"30.306900024414062, -92.12979888916016"
839,small_airport,Dufour Airport,US,US-LA,Morrow,,"30.787700653076172, -92.05039978027344"
840,small_airport,Morgan Field,US,US-LA,New Roads,,"30.61280059814453, -91.48419952392578"
841,small_airport,Lonesome Dove Airfield,US,US-LA,Woodlawn,,"30.28580093383789, -92.94129943847656"
842,small_airport,Huenefeld Airport,US,US-LA,Monroe,,"32.50429916381836, -91.98210144042969"
843,heliport,Massachusetts General Hospital Heliport,US,US-MA,Boston,,"42.36370086669922, -71.06890106201172"
844,heliport,Healthalliance Hospital-Leominster Heliport,US,US-MA,Leominster,,"42.54090118408203, -71.76280212402344"
845,heliport,Reh Heliport,US,US-MA,Rehoboth,,"41.78739929199219, -71.23179626464844"
846,heliport,Boston Medical Center Hospital Heliport,US,US-MA,Boston,,"42.33359909057617, -71.07170104980469"
847,heliport,Brockton Usar Center Heliport,US,US-MA,Brockton,,"42.05590057373047, -71.05590057373047"
848,heliport,Wbz Heliport,US,US-MA,Boston,,"42.3651008605957, -71.13259887695312"
849,heliport,Textron/Everett Heliport,US,US-MA,Everett,,"42.404496, -71.070602"
850,heliport,Lleia Kyle O'Meara Heliport,US,US-MA,Westminster,,"42.50310134887695, -71.90840148925781"
851,heliport,Baltimore Washington Medical Center Heliport,US,US-MD,Glen Burnie,,"39.1375999451, -76.623298645"
852,small_airport,Taylor Field,US,US-MD,Sudlersville,,"39.18730163574219, -75.7927017211914"
853,small_airport,Squier Landing Airport,US,US-MD,Cobb Island,,"38.287781, -76.867575"
854,heliport,The Johns Hopkins Hospital Heliport,US,US-MD,Baltimore,,"39.297298431396484, -76.59329986572266"
855,small_airport,Pond View Private Airport,US,US-MD,Chestertown,,"39.26679992675781, -76.18720245361328"
856,heliport,Greater Laurel Beltsville Hospital Heliport,US,US-MD,Laurel,,"39.08760070800781, -76.88159942626953"
857,small_airport,Walters Airport,US,US-MD,Mount Airy,,"39.38119888305664, -77.10579681396484"
858,heliport,The Aspen Institute Heliport,US,US-MD,Queenstown,,"38.9093017578125, -76.11969757080078"
859,heliport,Security Ford Heliport,US,US-MD,Arbutus,,"39.24589920043945, -76.67610168457031"
860,heliport,Calvert Memorial Hospital Heliport,US,US-MD,Prince Frederick,,"38.56100082397461, -76.59660339355469"
861,small_airport,Peasley Field,US,US-ME,Otis,,"44.742469, -68.474403"
862,closed,Sumner Heliport,US,US-MI,Grand Rapids,,"42.970001, -85.6659"
863,small_airport,Sugar Springs Airpark,US,US-MI,Gladwin,,"44.140301, -84.4375"
864,closed,Stier Airstrip,US,US-MI,Glennie,,"44.522202, -83.683296"
865,small_airport,Kelleys Airport,US,US-MI,Grayling,,"44.633399963378906, -84.4833984375"
866,small_airport,Lesterson-Dempsey Airstrip,US,US-MI,Gwinn,,"46.270198, -87.386496"
867,small_airport,Young's Airport,US,US-MI,Hulbert,,"46.38750076293945, -85.18399810791016"
868,heliport,Four Star Heliport,US,US-MI,Carleton,,"42.04309844970703, -83.3593978881836"
869,closed,Twin Lakes Airport,US,US-MI,Lewiston,,"44.900002, -84.300001"
870,heliport,Henry Ford Hospital Heliport,US,US-MI,Detroit,,"42.36750030517578, -83.08439636230469"
871,seaplane_base,Winner's Landing Seaplane Base,US,US-MN,St Paul Park,,"44.79690170288086, -92.98410034179688"
872,small_airport,Brinkman Airport,US,US-MN,St. Peter,,"44.2625007629, -94.06970214840001"
873,seaplane_base,Grindstone Lake Seaplane Base,US,US-MN,Sandstone,,"46.13330078125, -93.00299835205078"
874,seaplane_base,Lower Hay Lake Seaplane Base,US,US-MN,Jenkins,,"46.677799224853516, -94.2925033569336"
875,seaplane_base,Paul's Seaplane Base,US,US-MN,Nisswa,,"46.47719955444336, -94.3031005859375"
876,small_airport,Pankratz Airport,US,US-MN,Springfield,,"44.30720138549805, -94.91690063476562"
877,small_airport,Matson Field,US,US-MN,Spring Valley,,"43.662200927734375, -92.404296875"
878,heliport,Ely Bloomenson Community Hospital Heliport,US,US-MN,Ely,,"47.89910125732422, -91.87300109863281"
879,small_airport,Keller Airport,US,US-MN,Stillwater,,"45.135799407958984, -92.8593978881836"
880,heliport,Triple H Heliport,US,US-MN,Big Lake,,"45.31330108642578, -93.71759796142578"
881,small_airport,Ferros Ranch-Aero Airport,US,US-MO,Clinton,,"38.410301208496094, -93.8501968383789"
882,small_airport,Flying G Airport,US,US-MO,Creighton,,"38.544498443603516, -94.0947036743164"
883,small_airport,Short-N-Ruff Airport,US,US-MO,Caledonia,,"37.78670120239258, -90.78009796142578"
884,closed,Arvin Ranch Airport,US,US-MO,Drexel,,"38.4403, -94.5933"
885,heliport,Bert Walter Berkowitz Heliport,US,US-MO,Kansas City,,"39.08530044555664, -94.57379913330078"
886,small_airport,Joe D Lewis Airport,US,US-MO,Edina,,"40.133399963378906, -92.1001968383789"
887,small_airport,Hall Airport,US,US-MO,Edina,,"40.11669921875, -92.26689910888672"
888,heliport,St Joseph Hospital West Heliport,US,US-MO,Lake Saint Louis,,"38.80329895019531, -90.77629852294922"
889,small_airport,Sloan's Airport,US,US-MO,Elsberry,,"39.14059829711914, -90.73680114746094"
890,heliport,Emerson Heliport,US,US-MO,Ferguson,,"38.72949981689453, -90.27839660644531"
891,small_airport,Topton Air Estates Airport,US,US-MS,Meridian,,"32.474998474121094, -88.61669921875"
892,small_airport,Franklin Field,US,US-MS,Meadville,,"31.425199508666992, -90.90290069580078"
893,small_airport,Morgan Field,US,US-MS,Seminary,,"31.541799545288086, -89.3917007446289"
894,heliport,Baptist Memorial Hospital-North Ms Heliport,US,US-MS,Oxford,,"34.347801208496094, -89.51899719238281"
895,heliport,Sheriff's Courthouse Heliport,US,US-MS,Gulfport,,"30.375999450683594, -89.08619689941406"
896,small_airport,Lewis Air Service Airport,US,US-MS,Leland,,"33.39179992675781, -90.91680145263672"
897,heliport,Levert Heliport,US,US-MS,Pass Christian,,"30.301300048828125, -89.2344970703125"
898,small_airport,Hale Field,US,US-MS,Pontotoc,,"34.34260177612305, -89.14309692382812"
899,small_airport,Catfish Point Airport,US,US-MS,Benoit,,"33.69929885864258, -91.16510009765625"
900,small_airport,Shenandoah Valley Farms Airport,US,US-MS,Houston,,"33.80070114135742, -89.02729797363281"
901,small_airport,Williams Field,US,US-MT,Augusta,,"47.497501373291016, -112.39099884033203"
902,heliport,Big Sandy Medical Center Heliport,US,US-MT,Big Sandy,,"48.1796989440918, -110.10900115966797"
903,heliport,Stock Farm Heliport,US,US-MT,Hamilton,,"46.25080108642578, -114.06700134277344"
904,small_airport,Kimp Airport,US,US-MT,Hamilton,,"46.27859878540039, -114.14099884033203"
905,small_airport,Cottonwood Airport,US,US-MT,Laurel,,"45.63420104980469, -108.8489990234375"
906,small_airport,Hanson Airport,US,US-MT,Marion,,"48.04059982299805, -114.67900085449219"
907,small_airport,Pinehurst Ranch Airport,US,US-MT,Thompson Falls,,"47.66080093383789, -115.40399932861328"
908,heliport,Glacier Heli Tours Heliport,US,US-MT,West Glacier,,"48.486698150634766, -113.99800109863281"
909,small_airport,Lone Hawk Airport,US,US-MT,White Fish,,"48.483299255371094, -114.49299621582031"
910,small_airport,Eagle Field,US,US-MO,Ellington,,"37.23469924926758, -91.09359741210938"
911,small_airport,Sunderland Airport,US,US-MO,Avilla,,"37.246700286865234, -94.17389678955078"
912,heliport,Christian Hospital Northeast Heliport,US,US-MO,Florissant,,"38.77450180053711, -90.23899841308594"
913,heliport,Hannibal Regional Hospital Heliport,US,US-MO,Hannibal,,"39.71120071411133, -91.45069885253906"
914,small_airport,Slaughter Airport,US,US-MO,Marceline,,"39.6161003112793, -92.86689758300781"
915,heliport,Holden Heliport,US,US-MO,Holden,,"38.71969985961914, -93.99440002441406"
916,heliport,Bradbury-Rolf Memorial Heliport,US,US-MO,Higginsville,,"39.073299407958984, -93.73590087890625"
917,small_airport,Lambs Field,US,US-MO,Lone Jack,,"38.875, -94.13970184326172"
918,small_airport,Prince STOLport,US,US-MO,Millersville,,"37.43870162963867, -89.75900268554688"
919,heliport,Kenyon Heliport,US,US-MN,Kenyon,,"44.333900451660156, -92.94329833984375"
920,heliport,Bozeman Deaconess Hospital Heliport,US,US-MT,Bozeman,,"45.66999816894531, -111.01899719238281"
921,small_airport,Roosterville Airport,US,US-MO,Liberty,,"39.291099548339844, -94.44219970703125"
922,small_airport,Chandelle Estates Airport,US,US-DE,Dover,,"39.202301025390625, -75.4854965209961"
923,heliport,Deldot Helistop,US,US-DE,Dover,,"39.149600982666016, -75.50489807128906"
924,small_airport,Albanna Aviation Airport,US,US-DE,Felton,,"39.012602, -75.533501"
925,small_airport,Goerger Airport,US,US-ND,Barney,,"46.24549865722656, -97.03759765625"
926,small_airport,Sorlie Airport,US,US-ND,Maddock,,"48.0010986328125, -99.56289672851562"
927,small_airport,Boyd's Turf Airport,US,US-ND,Golva,,"46.75, -103.8010025024414"
928,heliport,Wayne Memorial Hospital Inc. Heliport,US,US-NC,Goldsboro,,"35.398799896240234, -77.94969940185547"
929,small_airport,Bearwallow Farm Airport,US,US-NC,Hendersonville,,"35.45709991455078, -82.37539672851562"
930,heliport,Moore Regional Hospital Heliport,US,US-NC,Pinehurst,,"35.204898834228516, -79.45670318603516"
931,heliport,Washington County Hospital Heliport,US,US-NC,Plymouth,,"35.87519836425781, -76.69969940185547"
932,heliport,Wake Medical Center Heliport,US,US-NC,Raleigh,,"35.786800384521484, -78.58580017089844"
933,heliport,Nash General Hospital Heliport,US,US-NC,Rocky Mount,,"35.91889953613281, -77.78919982910156"
934,heliport,Our Community Hospital Heliport,US,US-NC,Scotland Neck,,"36.13130187988281, -77.41889953613281"
935,small_airport,Lindsay Airport,US,US-NC,Madison,,"36.357200622558594, -79.99749755859375"
936,small_airport,Flying S Ranch Airport,US,US-NC,Cleveland,,"35.755699, -80.735298"
937,heliport,Maria Parham Health DLP Affiliate Heliport,US,US-NC,Henderson,,"36.3307, -78.449699"
938,small_airport,Gilbertson Field,US,US-ND,Flora,,"47.92919921875, -99.40039825439453"
939,small_airport,Schumacher Strip,US,US-ND,Hague,,"46.05500030517578, -99.91709899902344"
940,small_airport,Saville Private Airport,US,US-ND,Hazelton,,"46.465301513671875, -100.1050033569336"
941,small_airport,Merrihew Airport,US,US-NE,Ashby,,"41.849998474121094, -101.94999694824219"
942,small_airport,Runner Landing Area Airport,US,US-NE,Ashby,,"42.40719985961914, -101.93199920654297"
943,small_airport,Merry Airport,US,US-NE,Ashby,,"41.866600036621094, -101.91699981689453"
944,heliport,Syracuse Hospital Heliport,US,US-NE,Syracuse,,"40.667198181152344, -96.1864013671875"
945,heliport,Franklin County Memorial Hospital Heliport,US,US-NE,Franklin,,"40.097198486328125, -98.95040130615234"
946,small_airport,Newman Airport,US,US-NE,Big Springs,,"41.02109909057617, -102.01799774169922"
947,small_airport,Frager Field,US,US-NE,Fairfield,,"40.43330001831055, -98.07060241699219"
948,heliport,Leinsing Heliport,US,US-NH,Dover,,"43.151831, -70.846902"
949,heliport,Atlantic City Medical Center Heliport,US,US-NJ,Atlantic City,,"39.3589702498, -74.4346717"
950,heliport,Berkeley Township Police Heliport,US,US-NJ,Bayville,,"39.90729904174805, -74.23490142822266"
951,heliport,Ballymere Heliport,US,US-NJ,Morristown,,"40.752899169921875, -74.43990325927734"
952,heliport,Mount Holly Heliport,US,US-NJ,Mount Holly,,"39.966800689697266, -74.79959869384766"
953,heliport,Weichert Headquarters Heliport,US,US-NJ,Morris Plains,,"40.94070053100586, -74.46150207519531"
954,small_airport,Fla-Net Airport,US,US-NJ,Netcong,,"40.88589859008789, -74.70570373535156"
955,small_airport,Dix Field,US,US-NJ,Linwood,,"39.31679916381836, -74.63289642333984"
956,heliport,Essex Generating Station Heliport,US,US-NJ,Newark,,"40.73780059814453, -74.118896484375"
957,heliport,Port Newark Helistop,US,US-NJ,Newark,,"40.702301025390625, -74.15070343017578"
958,heliport,Jersey Tpke New Brunswick Helistop,US,US-NJ,New Brunswick,,"40.477298736572266, -74.40789794921875"
959,small_airport,Berdick Field,US,US-NY,Cattaraugus,,"42.33399963378906, -78.79090118408203"
960,small_airport,Spring Brook Airport,US,US-NY,Central Square,,"43.361698150634766, -76.22019958496094"
961,small_airport,Westwind Farm Airport,US,US-NY,Charlton,,"42.9833984375, -74.01619720458984"
962,small_airport,Seven Gullies Airport,US,US-NY,Groveland,,"42.695899963378906, -77.79219818115234"
963,heliport,Medical Center Heliport,US,US-NY,Hempstead,,"40.72589874267578, -73.55370330810547"
964,heliport,Mid-Hudson Helicopter Service Heliport,US,US-NY,Hopewell Junction,,"41.606201171875, -73.82759857177734"
965,small_airport,Lapeer Flyer Airport,US,US-NY,Marathon,,"42.43840026855469, -76.08879852294922"
966,heliport,Ibm King St Heliport,US,US-NY,Armonk,,"41.102500915527344, -73.7260971069336"
967,small_airport,Rocky Reef Farm Airport,US,US-NY,Attlebury,,"41.9208984375, -73.67040252685547"
968,small_airport,Lakeview Airport,US,US-NY,Chittenango,,"43.01029968261719, -75.82689666748047"
969,small_airport,Columbus Municipal Airport,US,US-NM,Columbus,,"31.823699951171875, -107.62699890136719"
970,small_airport,Negrito Airstrip,US,US-NM,Reserve,,"33.52090072631836, -108.54299926757812"
971,heliport,Summerlin Medical Center Heliport,US,US-NV,Las Vegas,,"36.193599700927734, -115.3010025024414"
972,small_airport,Bennetts Airport,US,US-NY,North Creek,,"43.70009994506836, -73.98290252685547"
973,small_airport,Russell Field,US,US-NY,Northumberland,,"43.139198303222656, -73.6531982421875"
974,small_airport,Kermizian Airport,US,US-NY,Ohio,,"43.31399917602539, -74.93209838867188"
975,heliport,State Police Troop D Heliport,US,US-NY,Oneida,,"43.094200134277344, -75.64959716796875"
976,heliport,New York State Police Heliport,US,US-NY,Auburn,,"42.92839813232422, -76.6155014038086"
977,small_airport,Murphys Landing Strip,US,US-NY,Perth,,"43.037601470947266, -74.1843032836914"
978,small_airport,Wenskoski Field,US,US-NY,Perth,,"42.99729919433594, -74.24539947509766"
979,seaplane_base,San Luis Reservoir Seaplane Base,US,US-CA,Los Banos,,"37.05830001831055, -121.1259994506836"
980,small_airport,Corning Municipal Airport,US,US-CA,Corning,,"39.943599700927734, -122.1709976196289"
981,small_airport,Ward Field,US,US-CA,Gasquet,,"41.845699310302734, -123.98500061035156"
982,heliport,Cirino Heliport,US,US-OH,Chagrin Falls,,"41.44390106201172, -81.32759857177734"
983,closed,Jenkins Field,US,US-OH,North Hampton,,"39.970604, -83.911598"
984,heliport,Hamilton County Sheriff's Patrol Heliport,US,US-OH,Forest Park,,"39.27920150756836, -84.564697265625"
985,heliport,Upper Valley Medical Center Heliport,US,US-OH,Troy,,"40.085621, -84.228562"
986,small_airport,Fry Field,US,US-OH,Spring Valley,,"39.60060119628906, -84.01969909667969"
987,small_airport,Apple Airport,US,US-OH,Piqua,,"40.1432991027832, -84.1718978881836"
988,small_airport,Fry Airport,US,US-OH,Piqua,,"40.18840026855469, -84.256103515625"
989,closed,Parknavy Airport,US,US-OH,Plain City,,"40.0717, -83.229897"
990,heliport,Foltz Heliport,US,US-OH,East Canton,,"40.73590087890625, -81.2468032836914"
991,heliport,Autolite Heliport,US,US-OH,Fostoria,,"41.17919921875, -83.41519927978516"
992,small_airport,Unger Field,US,US-OH,Greenfield,,"39.359798431396484, -83.4177017211914"
993,small_airport,Galloway Airport,US,US-OH,Sandusky,,"41.38209915161133, -82.71610260009766"
994,small_airport,Salt Box Airport,US,US-OH,Hiram,,"41.32426452636719, -81.15930938720703"
995,small_airport,Victor's Landing Airport,US,US-OH,Kingsville,,"41.83810043334961, -80.6436996459961"
996,small_airport,Hidden Quarry Airport,US,US-OH,Lucasville,,"38.894500732421875, -83.1135025024414"
997,small_airport,Edmond Airport,US,US-OK,Edmond,,"35.68339920043945, -97.43360137939453"
998,small_airport,Mckey Airport,US,US-OK,Elmore City,,"34.65700149536133, -97.40170288085938"
999,closed,Parkview Hospital Heliport,US,US-OK,El Reno,,"35.5298, -97.983902"
1000,small_airport,Mckinley Ranch Airport,US,US-OK,Geary,,"35.6194992065, -98.5225982666"
1001,small_airport,Rock Creek Farm Airport,US,US-OK,Coal Gate,,"34.66059875488281, -96.25360107421875"
1002,small_airport,Chappell Airport,US,US-OK,Guthrie,,"35.88890075683594, -97.40029907226562"
1003,small_airport,Ellis/Harvey Airport,US,US-OK,Guthrie,,"35.801700592041016, -97.38610076904297"
1004,heliport,Shattuck Hospital Heliport,US,US-OK,Shattuck,,"36.25, -99.87539672851562"
1005,small_airport,Cade's Airport,US,US-OK,Covington,,"36.29249954223633, -97.59310150146484"
1006,small_airport,Crystal Airport,US,US-OK,Jennings,,"36.213401794433594, -96.63700103759766"
1007,heliport,Providence Hospital Heliport,US,US-OR,Medford,,"42.3386993408, -122.861999512"
1008,heliport,Hendershots Heliport,US,US-OR,Merlin,,"42.133201599121094, -123.45099639892578"
1009,small_airport,Long Ranch Airport,US,US-OR,Merrill,,"42.01900100708008, -121.7040023803711"
1010,heliport,Round Butte Heliport,US,US-OR,Metolius,,"44.61650085449219, -121.26799774169922"
1011,small_airport,East Oregon Cattle Co Airport,US,US-OR,Eagle Point,,"42.5035018921, -122.855003357"
1012,small_airport,Rome Service Airport,US,US-OR,Rome,,"42.83399963378906, -117.62899780273438"
1013,small_airport,Marr Field,US,US-OR,Monmouth,,"44.854000091552734, -123.26399993896484"
1014,small_airport,Sutton on Rogue Airport,US,US-OR,White City,,"42.484798431396484, -122.86599731445312"
1015,small_airport,Hanel Field,US,US-OR,Mount Hood,,"45.59260177612305, -121.54900360107422"
1016,heliport,Valley Forge Bicentennial Heliport,US,US-PA,Norristown,,"40.12120056152344, -75.40599822998047"
